age_cat,race,sex,c_charge_degree,is_recid,priors_count,time_served,two_year_recid
25 - 45,African-American,Male,F,1,2,0,1
Greater than 45,Caucasian,Male,M,0,27,1,0
Greater than 45,Other,Male,M,1,2,1,1
25 - 45,Caucasian,Male,F,1,0,1,1
25 - 45,Caucasian,Male,M,0,1,0,0
25 - 45,African-American,Male,F,0,0,1,0
Greater than 45,Hispanic,Female,F,1,4,1,1
25 - 45,African-American,Male,F,1,2,49,1
Greater than 45,Other,Male,F,1,0,0,0
Less than 25,Hispanic,Male,F,1,0,1,1
25 - 45,African-American,Male,F,0,8,1,0
25 - 45,African-American,Female,F,1,5,0,1
25 - 45,African-American,Female,F,1,2,2,1
25 - 45,African-American,Male,F,1,2,21,1
25 - 45,African-American,Male,M,0,2,3,0
25 - 45,Caucasian,Male,M,1,6,1,1
Greater than 45,African-American,Male,F,0,20,3,0
Greater than 45,Hispanic,Male,M,0,1,1,0
25 - 45,Caucasian,Male,F,0,0,43,0
Greater than 45,Caucasian,Male,F,0,0,1,0
25 - 45,Hispanic,Male,M,1,0,3,1
25 - 45,Caucasian,Male,M,1,1,3,1
Greater than 45,Caucasian,Male,F,0,0,1,0
25 - 45,African-American,Male,M,1,2,0,0
Greater than 45,African-American,Female,F,0,3,2,0
Greater than 45,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Female,M,1,0,0,0
Greater than 45,Hispanic,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,10,2,1
Greater than 45,African-American,Male,M,1,0,0,0
25 - 45,Caucasian,Male,F,1,1,0,1
Greater than 45,African-American,Female,F,1,0,9,1
Greater than 45,African-American,Male,M,1,1,2,1
Less than 25,African-American,Male,F,1,2,1,1
Greater than 45,African-American,Male,F,1,4,3,1
Greater than 45,Caucasian,Male,F,0,3,0,0
25 - 45,African-American,Male,F,0,15,42,0
Less than 25,African-American,Male,F,1,8,255,1
25 - 45,Caucasian,Male,F,0,2,18,0
25 - 45,Hispanic,Male,F,0,13,4,0
25 - 45,African-American,Male,M,1,1,0,1
25 - 45,African-American,Male,M,1,9,1,1
25 - 45,African-American,Male,F,1,6,6,0
25 - 45,African-American,Male,M,0,1,115,0
Greater than 45,African-American,Male,M,0,12,0,0
Greater than 45,African-American,Male,M,1,0,4,1
25 - 45,African-American,Male,F,1,3,0,1
Less than 25,Caucasian,Male,F,1,1,1,1
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,7,1,1
Less than 25,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,0,8,40,0
25 - 45,African-American,Male,F,0,9,1,0
25 - 45,African-American,Male,M,0,1,14,0
25 - 45,African-American,Male,F,1,1,0,0
25 - 45,African-American,Male,F,1,5,28,1
25 - 45,Caucasian,Female,F,1,10,13,1
25 - 45,African-American,Female,M,1,0,0,1
25 - 45,African-American,Male,F,1,5,4,1
Less than 25,Caucasian,Male,M,1,2,24,1
Greater than 45,African-American,Male,F,1,7,117,1
Less than 25,African-American,Male,F,1,2,0,1
25 - 45,African-American,Male,F,1,11,1,1
25 - 45,Hispanic,Male,F,0,0,0,0
Less than 25,Caucasian,Male,M,1,4,7,1
25 - 45,African-American,Male,M,0,1,1,0
25 - 45,Caucasian,Male,M,0,1,0,0
25 - 45,African-American,Male,M,0,0,0,0
Greater than 45,Caucasian,Female,M,1,0,0,1
25 - 45,African-American,Male,M,0,1,0,0
25 - 45,African-American,Female,F,0,4,2,0
25 - 45,African-American,Male,F,1,4,1,1
25 - 45,Caucasian,Male,F,1,0,0,1
Greater than 45,African-American,Male,M,0,0,1,0
25 - 45,African-American,Male,F,1,14,1,1
25 - 45,African-American,Male,F,1,5,0,1
Less than 25,African-American,Male,F,1,15,2,1
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Female,F,1,15,0,1
Greater than 45,Hispanic,Male,F,0,0,1,0
25 - 45,Caucasian,Male,F,1,0,1,1
Less than 25,Caucasian,Male,F,1,0,0,1
25 - 45,African-American,Male,F,0,10,1,0
25 - 45,Caucasian,Male,F,0,2,3,0
25 - 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Male,F,1,1,22,1
25 - 45,African-American,Male,F,0,0,18,0
Greater than 45,African-American,Male,F,1,4,0,1
Less than 25,African-American,Female,M,0,0,1,0
25 - 45,African-American,Female,M,0,0,0,0
Less than 25,African-American,Female,F,0,2,1,0
Less than 25,Caucasian,Male,F,0,1,0,0
Greater than 45,African-American,Male,M,1,12,118,1
25 - 45,African-American,Female,F,1,2,4,1
Greater than 45,Caucasian,Male,F,1,5,1,1
25 - 45,African-American,Male,F,1,13,1,1
Greater than 45,Caucasian,Female,F,0,0,1,0
Less than 25,African-American,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,0,0,1
25 - 45,African-American,Male,M,1,5,6,1
25 - 45,Caucasian,Female,M,0,1,1,0
25 - 45,African-American,Female,F,1,2,23,1
Less than 25,African-American,Male,F,1,1,0,1
Less than 25,African-American,Male,F,1,3,8,1
Less than 25,African-American,Male,F,0,0,1,0
25 - 45,Caucasian,Male,F,0,8,1,0
Less than 25,African-American,Female,M,1,0,0,1
Less than 25,Caucasian,Male,M,0,0,3,0
25 - 45,Caucasian,Female,F,1,0,0,1
Less than 25,African-American,Male,M,1,0,1,0
25 - 45,African-American,Male,M,0,5,0,0
Less than 25,Caucasian,Male,M,1,0,0,1
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,1,30,1
25 - 45,African-American,Male,F,1,9,4,1
Less than 25,African-American,Male,F,1,0,1,1
Less than 25,African-American,Female,F,1,2,57,1
Less than 25,Other,Male,F,1,0,0,1
Less than 25,African-American,Female,F,0,0,0,0
Less than 25,African-American,Male,F,1,3,6,1
25 - 45,Caucasian,Male,F,0,0,12,0
Less than 25,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,6,48,1
Less than 25,African-American,Male,F,1,0,5,1
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Female,F,1,7,1,1
Greater than 45,African-American,Female,F,0,0,1,0
25 - 45,African-American,Male,M,1,9,1,1
Greater than 45,African-American,Male,M,1,7,4,1
Greater than 45,African-American,Female,M,1,2,0,1
25 - 45,African-American,Male,F,1,6,0,1
Greater than 45,Caucasian,Female,F,0,0,0,0
25 - 45,Caucasian,Male,M,1,0,29,1
Less than 25,African-American,Male,M,1,0,1,1
Less than 25,Caucasian,Male,F,1,0,1,1
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,1,5,35,1
25 - 45,African-American,Female,F,0,1,0,0
Greater than 45,African-American,Male,F,0,1,0,0
25 - 45,Other,Male,M,0,5,1,0
Greater than 45,African-American,Male,M,0,13,1,0
25 - 45,African-American,Female,F,0,6,0,0
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,Caucasian,Female,F,1,2,0,1
Greater than 45,African-American,Male,M,0,0,5,0
25 - 45,Caucasian,Male,M,0,1,0,0
Greater than 45,African-American,Male,F,0,5,2,0
Less than 25,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Female,F,0,0,1,0
25 - 45,Hispanic,Female,M,0,1,1,0
25 - 45,Caucasian,Male,F,1,4,0,1
25 - 45,African-American,Male,M,0,6,0,0
25 - 45,Hispanic,Female,F,1,2,1,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Caucasian,Female,F,1,3,11,1
Greater than 45,Caucasian,Male,F,1,0,0,1
25 - 45,African-American,Female,F,0,1,0,0
25 - 45,African-American,Male,F,1,5,170,1
Greater than 45,African-American,Male,F,1,5,0,1
Less than 25,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,0,2,0,0
Less than 25,Other,Female,F,0,0,1,0
25 - 45,African-American,Male,F,1,3,5,1
25 - 45,African-American,Female,F,0,1,62,0
25 - 45,African-American,Female,F,1,7,1,1
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,African-American,Male,M,1,2,0,1
Greater than 45,Hispanic,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,2,6,1
25 - 45,Other,Female,M,1,2,0,1
25 - 45,African-American,Male,F,1,7,0,1
Greater than 45,Hispanic,Male,F,1,5,3,1
Less than 25,Caucasian,Female,M,1,0,0,1
Greater than 45,Caucasian,Male,M,1,5,0,0
25 - 45,African-American,Male,F,1,5,0,1
Greater than 45,African-American,Female,F,0,1,0,0
Less than 25,African-American,Male,F,0,1,1,0
25 - 45,Caucasian,Male,M,1,2,33,1
25 - 45,Caucasian,Male,M,0,0,0,0
25 - 45,Hispanic,Male,M,1,6,39,1
25 - 45,African-American,Male,F,1,2,0,1
25 - 45,African-American,Male,F,0,0,24,0
25 - 45,African-American,Female,F,1,1,33,1
25 - 45,Hispanic,Female,M,0,0,1,0
25 - 45,African-American,Male,M,1,11,1,1
25 - 45,African-American,Male,M,1,3,8,1
25 - 45,African-American,Female,F,1,10,14,1
Less than 25,African-American,Male,F,1,0,6,1
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Female,F,0,0,0,0
Less than 25,African-American,Male,M,0,4,0,0
25 - 45,African-American,Male,F,1,5,3,1
Less than 25,African-American,Male,F,1,2,0,1
Greater than 45,Caucasian,Male,M,0,1,0,0
25 - 45,Caucasian,Male,M,1,0,23,1
25 - 45,Caucasian,Male,F,1,0,21,1
25 - 45,African-American,Male,F,1,12,0,1
Greater than 45,Caucasian,Male,F,0,0,1,0
Greater than 45,African-American,Male,M,0,2,0,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,M,0,1,1,0
25 - 45,African-American,Male,M,0,1,0,0
25 - 45,African-American,Male,M,0,0,5,0
25 - 45,Caucasian,Male,M,1,3,0,1
25 - 45,African-American,Male,F,1,8,6,1
Less than 25,African-American,Male,M,0,1,15,0
Less than 25,African-American,Male,F,1,5,1,1
25 - 45,Other,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,4,1,0
Greater than 45,African-American,Female,F,1,25,9,1
25 - 45,Other,Male,F,0,2,0,0
25 - 45,Hispanic,Male,F,1,0,87,1
25 - 45,African-American,Female,M,1,1,1,1
25 - 45,Hispanic,Male,M,1,2,0,1
25 - 45,African-American,Male,F,0,9,1,0
25 - 45,African-American,Male,M,0,0,0,0
Less than 25,African-American,Female,M,0,0,0,0
Less than 25,African-American,Male,F,0,4,31,0
25 - 45,African-American,Female,M,0,0,1,0
25 - 45,African-American,Male,F,1,9,0,1
Less than 25,African-American,Male,M,1,0,1,1
Less than 25,Caucasian,Female,F,1,0,18,1
Less than 25,African-American,Male,F,0,1,0,0
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,0,0,1,0
25 - 45,Other,Male,F,0,0,2,0
25 - 45,African-American,Male,F,1,9,1,1
Greater than 45,Caucasian,Male,F,0,3,0,0
25 - 45,African-American,Male,F,0,2,0,0
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,M,1,2,1,1
Less than 25,African-American,Male,F,0,1,0,0
25 - 45,African-American,Male,F,1,3,0,1
Less than 25,African-American,Male,F,0,1,4,0
Less than 25,Caucasian,Male,F,1,0,0,1
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,10,7,1
25 - 45,Caucasian,Male,M,0,3,0,0
25 - 45,Hispanic,Female,M,0,0,0,0
Greater than 45,Other,Male,M,1,5,0,1
25 - 45,Caucasian,Male,F,0,0,1,0
Less than 25,African-American,Male,M,0,0,0,0
25 - 45,Other,Male,F,0,1,0,0
25 - 45,African-American,Male,F,0,11,3,0
25 - 45,Caucasian,Male,F,0,4,190,0
25 - 45,Other,Female,F,0,0,0,0
Greater than 45,Caucasian,Male,F,1,3,8,1
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,2,16,0
25 - 45,Other,Male,M,0,0,1,0
25 - 45,African-American,Female,F,0,4,0,0
25 - 45,Caucasian,Male,F,0,0,0,0
25 - 45,Hispanic,Female,M,1,0,1,1
25 - 45,Hispanic,Male,M,0,2,4,0
Less than 25,African-American,Male,M,0,0,1,0
25 - 45,African-American,Male,M,1,0,1,1
25 - 45,African-American,Male,F,1,2,1,1
25 - 45,African-American,Male,F,1,14,5,0
25 - 45,African-American,Male,F,1,2,0,1
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,6,0,1
25 - 45,Other,Male,M,0,3,0,0
25 - 45,Caucasian,Male,F,1,0,37,1
Less than 25,African-American,Male,F,0,0,1,0
Less than 25,Caucasian,Male,F,0,1,1,0
25 - 45,African-American,Male,F,0,1,75,0
25 - 45,African-American,Male,M,1,3,1,1
25 - 45,African-American,Male,M,0,1,1,0
Greater than 45,Caucasian,Male,M,0,0,0,0
Less than 25,African-American,Male,F,1,1,1,1
Greater than 45,African-American,Male,M,1,14,1,0
Less than 25,Hispanic,Male,F,1,0,10,1
Less than 25,African-American,Male,F,1,0,1,1
Greater than 45,Caucasian,Male,F,1,2,91,1
25 - 45,African-American,Male,F,0,6,25,0
Greater than 45,African-American,Male,F,1,7,1,1
25 - 45,African-American,Female,M,1,3,0,1
25 - 45,African-American,Male,F,0,4,3,0
25 - 45,African-American,Male,F,1,0,0,1
Greater than 45,Other,Male,M,0,0,1,0
Greater than 45,African-American,Male,M,0,0,0,0
25 - 45,African-American,Male,F,1,3,1,1
Less than 25,African-American,Female,M,1,1,0,1
25 - 45,African-American,Male,F,1,13,0,1
Less than 25,Caucasian,Male,M,0,0,0,0
Greater than 45,Other,Male,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,0,42,0
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,Other,Male,F,0,1,1,0
Less than 25,African-American,Male,F,1,0,0,1
Greater than 45,Other,Female,F,0,1,2,0
25 - 45,African-American,Male,M,1,3,60,1
25 - 45,Hispanic,Male,M,0,0,0,0
25 - 45,Caucasian,Female,F,1,0,0,1
25 - 45,Other,Female,F,0,0,1,0
25 - 45,African-American,Male,F,0,0,1,0
Greater than 45,African-American,Male,F,0,4,8,0
25 - 45,African-American,Male,M,1,9,27,1
Less than 25,African-American,Male,M,0,1,0,0
25 - 45,African-American,Male,F,1,1,0,1
25 - 45,African-American,Female,M,1,0,1,1
Less than 25,African-American,Female,M,0,0,1,0
25 - 45,Other,Male,F,0,5,258,0
25 - 45,Hispanic,Male,F,1,3,165,1
25 - 45,Caucasian,Male,F,0,1,0,0
25 - 45,African-American,Male,M,1,2,2,0
25 - 45,Caucasian,Male,F,0,0,13,0
25 - 45,Caucasian,Female,F,0,1,3,0
Less than 25,African-American,Male,F,1,3,1,1
Less than 25,Other,Male,F,1,1,35,1
25 - 45,African-American,Male,F,1,4,1,1
25 - 45,Hispanic,Male,F,0,1,2,0
25 - 45,Caucasian,Female,F,0,0,0,0
25 - 45,Caucasian,Male,M,1,0,0,1
Less than 25,African-American,Male,M,1,0,0,1
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,1,0
Less than 25,Caucasian,Male,M,1,0,0,1
25 - 45,African-American,Male,M,1,7,27,1
25 - 45,Other,Female,M,0,0,1,0
Less than 25,African-American,Female,F,1,1,0,1
25 - 45,African-American,Male,F,1,10,1,1
Less than 25,Caucasian,Male,M,0,1,24,0
25 - 45,African-American,Male,M,1,3,2,1
25 - 45,Caucasian,Male,M,0,7,68,0
25 - 45,Caucasian,Male,F,1,3,1,1
25 - 45,African-American,Female,F,1,17,8,1
25 - 45,African-American,Male,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,1,0,0
Less than 25,Caucasian,Male,M,0,3,1,0
Greater than 45,Caucasian,Female,M,0,0,0,0
Greater than 45,Caucasian,Male,M,0,2,13,0
25 - 45,Hispanic,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,2,0,0
Greater than 45,African-American,Male,F,1,38,121,1
25 - 45,Hispanic,Male,M,0,0,1,0
Greater than 45,Caucasian,Female,F,0,15,0,0
Greater than 45,Caucasian,Male,F,0,0,0,0
Greater than 45,African-American,Male,M,0,1,0,0
25 - 45,African-American,Male,F,0,1,0,0
Less than 25,African-American,Male,M,0,1,24,0
Greater than 45,Caucasian,Male,F,0,0,1,0
25 - 45,Hispanic,Male,M,1,6,9,1
25 - 45,Caucasian,Male,F,1,2,19,1
25 - 45,Caucasian,Male,F,1,2,42,1
Greater than 45,African-American,Male,F,0,2,1,0
Greater than 45,Caucasian,Male,F,0,1,35,0
Greater than 45,Caucasian,Male,M,0,8,5,0
25 - 45,Other,Male,M,1,2,1,1
25 - 45,Hispanic,Male,F,1,17,39,1
25 - 45,Caucasian,Male,M,0,3,0,0
Greater than 45,African-American,Male,F,0,6,1,0
Less than 25,African-American,Female,F,0,0,77,0
25 - 45,Caucasian,Male,M,1,2,1,1
Less than 25,African-American,Male,F,0,0,13,0
25 - 45,Caucasian,Male,F,0,0,81,0
Greater than 45,Hispanic,Female,M,0,0,1,0
25 - 45,African-American,Male,F,1,8,0,0
25 - 45,Hispanic,Male,M,1,1,0,1
Less than 25,African-American,Male,F,0,0,0,0
Greater than 45,Caucasian,Male,F,0,1,0,0
Greater than 45,African-American,Male,M,1,11,56,1
Greater than 45,African-American,Female,M,0,3,0,0
25 - 45,Caucasian,Male,M,1,1,1,1
25 - 45,African-American,Female,F,1,5,8,1
25 - 45,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,12,1,1
25 - 45,Hispanic,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,5,2,1
25 - 45,African-American,Male,F,1,9,43,1
25 - 45,Other,Male,M,1,0,0,0
25 - 45,Caucasian,Female,F,0,0,1,0
Less than 25,African-American,Male,M,1,3,9,1
Greater than 45,Caucasian,Male,M,0,3,0,0
Greater than 45,Caucasian,Male,M,0,2,0,0
25 - 45,Native American,Female,F,1,5,2,1
25 - 45,African-American,Male,M,0,0,1,0
25 - 45,Hispanic,Male,F,0,5,0,0
Greater than 45,African-American,Male,F,1,17,29,1
25 - 45,Hispanic,Male,F,1,1,51,1
Less than 25,African-American,Male,M,0,0,3,0
25 - 45,Caucasian,Male,M,0,2,1,0
Greater than 45,Caucasian,Male,M,0,0,1,0
25 - 45,Caucasian,Male,F,1,0,0,1
25 - 45,Caucasian,Male,M,0,1,0,0
25 - 45,Hispanic,Female,F,0,14,0,0
Greater than 45,Other,Male,M,0,0,1,0
Less than 25,African-American,Female,M,1,2,1,1
Less than 25,Other,Male,F,1,1,1,1
Greater than 45,Caucasian,Female,F,0,1,1,0
25 - 45,African-American,Male,F,1,15,91,1
25 - 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Male,F,0,0,5,0
25 - 45,African-American,Male,F,1,17,1,1
25 - 45,Caucasian,Male,F,0,1,20,0
25 - 45,African-American,Male,F,0,3,1,0
25 - 45,Caucasian,Male,F,0,1,0,0
25 - 45,African-American,Male,M,1,8,1,1
25 - 45,African-American,Male,F,1,15,48,1
25 - 45,Caucasian,Female,F,0,0,1,0
Less than 25,Caucasian,Male,F,0,0,0,0
25 - 45,African-American,Male,M,1,5,6,1
25 - 45,African-American,Male,M,1,2,46,1
Less than 25,African-American,Female,F,1,0,0,1
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,Other,Male,F,1,4,3,1
25 - 45,African-American,Male,F,1,3,34,1
25 - 45,Hispanic,Male,M,0,1,0,0
25 - 45,African-American,Female,F,0,1,4,0
25 - 45,Caucasian,Male,F,1,8,6,1
25 - 45,African-American,Male,M,1,4,1,1
25 - 45,African-American,Female,F,1,8,1,1
25 - 45,African-American,Male,F,1,8,1,1
Less than 25,African-American,Male,M,0,1,178,0
25 - 45,Caucasian,Female,M,1,1,1,1
25 - 45,Caucasian,Male,F,1,4,2,1
Greater than 45,Caucasian,Male,M,1,2,0,1
Greater than 45,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,F,0,10,0,0
25 - 45,Caucasian,Female,M,0,1,1,0
Greater than 45,African-American,Male,M,1,3,69,1
25 - 45,Other,Male,F,0,0,67,0
25 - 45,Caucasian,Male,M,0,0,0,0
Greater than 45,Caucasian,Female,M,0,0,0,0
25 - 45,African-American,Male,F,1,13,1,1
Less than 25,African-American,Male,F,1,0,1,1
25 - 45,African-American,Male,F,1,2,2,1
25 - 45,African-American,Female,F,0,1,2,0
25 - 45,African-American,Male,M,0,5,1,0
25 - 45,African-American,Male,F,1,11,36,1
25 - 45,African-American,Male,M,0,4,1,0
25 - 45,Caucasian,Male,F,1,1,1,1
Less than 25,African-American,Male,M,0,12,17,0
Greater than 45,African-American,Male,F,0,11,1,0
25 - 45,Caucasian,Female,F,0,3,0,0
25 - 45,Caucasian,Male,F,0,11,1,0
Greater than 45,Caucasian,Male,F,0,0,1,0
Less than 25,Caucasian,Male,F,1,3,1,1
25 - 45,African-American,Male,F,1,20,0,1
25 - 45,Caucasian,Male,F,0,6,3,0
Greater than 45,Caucasian,Male,M,1,0,0,1
25 - 45,African-American,Male,M,1,8,0,1
Less than 25,Caucasian,Female,M,0,1,17,0
Less than 25,African-American,Male,M,1,1,1,1
25 - 45,Caucasian,Male,F,1,2,1,1
25 - 45,African-American,Female,F,0,1,1,0
Greater than 45,African-American,Male,M,1,3,7,1
Less than 25,African-American,Male,M,1,5,1,1
25 - 45,African-American,Male,F,1,1,3,1
25 - 45,Caucasian,Male,F,1,4,0,1
25 - 45,Hispanic,Female,F,0,1,0,0
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,Other,Male,F,0,3,2,0
25 - 45,African-American,Female,M,1,0,0,1
25 - 45,Caucasian,Male,M,0,0,0,0
Less than 25,Caucasian,Female,M,1,0,2,1
25 - 45,Caucasian,Male,M,1,0,21,1
25 - 45,African-American,Male,M,1,5,37,1
Greater than 45,Caucasian,Male,M,1,4,4,1
25 - 45,African-American,Male,F,1,4,1,1
Less than 25,African-American,Male,M,1,0,1,1
Less than 25,Other,Male,F,1,6,84,1
25 - 45,African-American,Female,F,0,6,2,0
Greater than 45,Other,Male,F,1,20,198,1
Less than 25,African-American,Male,F,0,0,1,0
Greater than 45,Caucasian,Male,F,0,0,0,0
25 - 45,Caucasian,Male,F,0,2,14,0
25 - 45,Other,Male,M,1,1,0,1
25 - 45,Caucasian,Female,F,1,3,0,1
Greater than 45,Caucasian,Male,F,0,7,0,0
Less than 25,Caucasian,Male,M,0,0,1,0
25 - 45,Caucasian,Male,M,1,6,0,1
Less than 25,African-American,Male,M,0,0,3,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,6,130,1
25 - 45,Hispanic,Male,F,1,4,3,1
Less than 25,African-American,Male,M,0,1,1,0
Less than 25,Caucasian,Male,M,0,0,0,0
25 - 45,African-American,Male,M,1,3,114,1
Greater than 45,African-American,Male,M,0,0,1,0
25 - 45,Other,Female,F,0,0,281,0
Less than 25,African-American,Male,F,0,0,0,0
25 - 45,Caucasian,Male,M,0,1,1,0
25 - 45,African-American,Male,F,1,18,61,1
Less than 25,Hispanic,Male,M,1,0,1,1
Less than 25,African-American,Male,F,1,10,4,1
Greater than 45,African-American,Male,F,1,13,2,1
Greater than 45,African-American,Male,F,1,2,64,1
Greater than 45,Caucasian,Male,M,1,0,0,1
Greater than 45,African-American,Female,F,0,0,0,0
25 - 45,African-American,Male,F,1,4,0,1
Greater than 45,African-American,Female,M,0,4,0,0
25 - 45,African-American,Female,F,1,7,1,1
25 - 45,African-American,Male,F,0,9,56,0
Less than 25,Other,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,10,29,1
25 - 45,Hispanic,Male,F,1,11,1,1
Less than 25,African-American,Male,F,1,1,21,1
25 - 45,African-American,Female,F,0,1,0,0
25 - 45,Caucasian,Male,F,0,0,36,0
25 - 45,Hispanic,Male,F,0,1,0,0
Less than 25,African-American,Male,F,0,0,2,0
25 - 45,African-American,Male,M,1,9,2,1
Greater than 45,African-American,Male,M,0,2,1,0
25 - 45,Caucasian,Male,M,1,9,1,1
Greater than 45,Caucasian,Male,F,1,3,34,1
Less than 25,African-American,Male,F,1,0,0,1
Greater than 45,African-American,Male,F,1,28,2,1
25 - 45,African-American,Male,F,1,14,2,1
25 - 45,African-American,Male,F,0,23,102,0
25 - 45,African-American,Male,M,0,0,6,0
25 - 45,Caucasian,Male,F,1,4,0,1
25 - 45,Caucasian,Male,F,0,1,5,0
Greater than 45,Caucasian,Male,M,0,0,1,0
Less than 25,African-American,Male,F,1,3,1,1
Less than 25,Hispanic,Female,M,0,1,0,0
Less than 25,Other,Male,F,0,0,1,0
25 - 45,African-American,Male,M,0,2,1,0
Less than 25,African-American,Male,M,1,1,0,1
Greater than 45,Caucasian,Male,M,0,4,26,0
25 - 45,Caucasian,Female,F,1,7,6,1
25 - 45,African-American,Female,F,1,5,7,1
25 - 45,African-American,Male,F,1,0,0,1
25 - 45,African-American,Female,M,0,1,0,0
25 - 45,African-American,Male,F,1,2,1,1
Greater than 45,African-American,Male,F,0,1,1,0
Greater than 45,Caucasian,Female,F,0,5,1,0
25 - 45,African-American,Male,F,1,18,299,1
25 - 45,Caucasian,Male,M,0,1,0,0
25 - 45,African-American,Female,F,0,0,0,0
Greater than 45,Caucasian,Female,M,0,0,1,0
Less than 25,African-American,Male,F,1,1,1,1
Less than 25,Hispanic,Female,M,0,0,0,0
25 - 45,Caucasian,Male,F,0,0,0,0
Less than 25,African-American,Male,M,1,0,20,1
Greater than 45,African-American,Male,M,0,4,3,0
Less than 25,Hispanic,Male,F,1,0,0,1
Less than 25,African-American,Male,F,1,4,3,1
25 - 45,Hispanic,Female,M,0,1,5,0
Greater than 45,African-American,Male,M,0,0,1,0
25 - 45,African-American,Male,F,0,0,0,0
25 - 45,African-American,Male,F,1,9,0,1
25 - 45,Caucasian,Male,M,1,2,1,1
Greater than 45,Caucasian,Male,M,0,1,1,0
Greater than 45,Caucasian,Male,F,0,0,0,0
Greater than 45,African-American,Male,F,1,7,57,1
25 - 45,Caucasian,Male,M,1,1,0,1
Greater than 45,Caucasian,Male,F,0,1,0,0
Greater than 45,African-American,Male,F,1,1,0,0
Greater than 45,Caucasian,Male,M,0,0,1,0
